Level,Recommendations,Course,Area,Level 
,enhance student service especially admission online enrolment consider,Entrepreneurship,Area4,2.0
,provide copy student handbook among student recommend instead pamphlet copy type,Entrepreneurship,Area4,2.0
psv,psychometrician important personnel university order function efficientlyeffectively assistant assign university,Entrepreneurship,Area4,
psv,need revise exist manual info material alumnus checklist directory necessary order disseminate late information program easy retrieval reference alumnus,Entrepreneurship,Area4,
psv,database dropout rate instal,Entrepreneurship,Area4,
psv,active involvement alumnus trap dean student alumnus could provide strong support term funding information base student,Entrepreneurship,Area4,
psv,research employment demand analysis graduate initiate combine effort student guidance dean member faculty,Entrepreneurship,Area4,
psv,constant dialogue among dean faculty student initiate order foster build open line communication among thereby identify worthy project activity program college,Entrepreneurship,Area4,
,effective selection document include base survey instrument consider focus document relevant program review,Entrepreneurship,Area5,1.0
,effective friendly way present packaging document consider,Entrepreneurship,Area5,1.0
,publication research result seriously consider,Entrepreneurship,Area5,1.0
,consider effective monitoring evaluation research activity,Entrepreneurship,Area5,1.0
,encourage faculty researcher student conduct action research especially area specialization,Entrepreneurship,Area5,2.0
,design strategy promote interdisciplinary collaborative research assist faculty researcher actively engage research,Entrepreneurship,Area5,2.0
,research output utilized improve instruction transfer andor disseminate community,Entrepreneurship,Area5,2.0
psv,faculty member encourage involve edit manuscript act thesis dissertation adviser,Entrepreneurship,Area5,
psv,publication complete research recommend,Entrepreneurship,Area5,
psv,summary seminar research attend faculty member present,Entrepreneurship,Area5,
,sustain projectsactivities conduct monitoring evaluation begin completion,Entrepreneurship,Area6,1.0
,include vmgos organizational structure document,Entrepreneurship,Area6,1.0
,semipermanent big poster preferably tarpaulin strategic place wider dissemination,Entrepreneurship,Area6,1.0
,motivation followup lecture periodically conduct,Entrepreneurship,Area6,1.0
,periodic monitoring project give faculty,Entrepreneurship,Area6,1.0
,since extension projec cbea dura dissemination assistance cover adopt beneficiary,Entrepreneurship,Area6,1.0
,consider high soft loan,Entrepreneurship,Area6,1.0
,ensure benefit extension program enjoy wide number recipient,Entrepreneurship,Area6,1.0
,clear systematic monitoring evaluate system extension activity clearly define,Entrepreneurship,Area6,2.0
,system strengthen participation involvement target clientele planning monitoring evaluate extension activity establish,Entrepreneurship,Area6,2.0
,terminal accomplishment report feedback utilized planning extension activity,Entrepreneurship,Area6,2.0
psv,document exhibit package systematically,Entrepreneurship,Area6,
psv,document fall within evaluation period,Entrepreneurship,Area6,
psv,activity related different program course easy classification belong identify,Entrepreneurship,Area6,
psv,devise tool monitoring evaluation full implementation sustainability,Entrepreneurship,Area6,
psv,add staff faculty lineup regular monitoring extension activity,Entrepreneurship,Area6,
psv,concerned faculty source additional fund possible expansion future extension activity,Entrepreneurship,Area6,
,enhance policy preservation general care welfare library material,Entrepreneurship,Area7,1.0
,functional library integrate system generates necessary service report,Entrepreneurship,Area7,1.0
,provide separate area additional computer unit online research purpose library information technology center,Entrepreneurship,Area7,1.0
,consider rearrange library setup maximize area,Entrepreneurship,Area7,1.0
,continuously enhance collection per curricular offering,Entrepreneurship,Area7,1.0
,additional airconditioning unit instal library make place conducive learn,Entrepreneurship,Area7,1.0
,continuously enhance filipiniana collection library,Entrepreneurship,Area7,1.0
,collection development policy program survey formulate serve guide preparation book development plan major field specialization policy formulate review evaluate library committee,Entrepreneurship,Area7,2.0
,continuous acquisition book recent edition major subject specialization program survey prioritize support instructional research need mmsu academic community,Entrepreneurship,Area7,2.0
,need expedite rehabilitation library building particularly west wing area affected typhoon service section locate affected area need full operation comply high level accreditation support need mmsu library user,Entrepreneurship,Area7,2.0
,library environment improve instal acquire airconditioning unit reading area service reaction make conducive learn maintain humidity need collection electronic equipment,Entrepreneurship,Area7,2.0
,library coordination department explore way mean preserve conserve vast collection vertical file archival collection provide digital copy college reading center wider access student faculty,Entrepreneurship,Area7,2.0
psv,provide subject bibliography service effective research work among student faculty client,Entrepreneurship,Area7,
psv,provide statistical data present utilization library resource improve library collection operation,Entrepreneurship,Area7,
psv,suggest instal local fire alarm make functional safety library resource,Entrepreneurship,Area7,
psv,acquisition module complete library system maximize utilization resource strongly recommend,Entrepreneurship,Area7,
psv,suggest additional light facility acquire,Entrepreneurship,Area7,
psv,recommend furniture interior building refurbish term color,Entrepreneurship,Area7,
psv,necessary write policy procedural manual need improve format content,Entrepreneurship,Area7,
,install vicinity map development plan main entrance university,Entrepreneurship,Area8,1.0
,maintain cleanliness inside outside building restroom hire contractual staff,Entrepreneurship,Area8,1.0
,continue make college conducive place learn improve size room continuous expansion,Entrepreneurship,Area8,1.0
,take photo equipment produce different college label properly post inside outside room originate,Entrepreneurship,Area8,1.0
,put fire extinguisher proper place not_to endanger mmsu community,Entrepreneurship,Area8,1.0
,administration give due attention follow arepairretrofitting teatro llocandia men dormitory brefurbishment physical education room office store room dance studio teatro ilocandia cprovide additional comfort room men woman dprovide additional cabinet store cultural athletic art paraphernalia,Entrepreneurship,Area8,2.0
,provide additional glass cabinet trophy plaque outstanding token kept displayed,Entrepreneurship,Area8,2.0
,aesthetic purpose green environment landscape within periphery teatro ilocandia give due consideration,Entrepreneurship,Area8,2.0
,cbea active accreditation activity consider provision spacious accreditation center furnish cabinet furniture fixture,Entrepreneurship,Area8,2.0
,effective efficient prompt delivery service university hire medical doctor dentist support personnel suggest,Entrepreneurship,Area8,2.0
,administration establish water treatment facility improve water quality,Entrepreneurship,Area8,2.0
psv,site plantvicinity map near main gate campus instal,Entrepreneurship,Area8,
psv,student restroom must give due attention priority college clean green projectsactivities,Entrepreneurship,Area8,
psv,suggest come workable solution provision continuous sustainable clean safe free potable water student,Entrepreneurship,Area8,
psv,suggest continue construction cover path walk connect closely related building,Entrepreneurship,Area8,
psv,building construct purpose nice relocate chalk board classroom allow light ventilation,Entrepreneurship,Area8,
psv,system deviced institutionalize follow potability test drinking water b rest control infection c check electrical line recommend segregation waste must collection disposal,Entrepreneurship,Area8,
psv,appropriate relevant support document term pictorial communication accomplishment reportsaction plan program listing duly sign provide,Entrepreneurship,Area8,
psv,room utilization guide post near entrance classroom,Entrepreneurship,Area8,
,laboratory production business implementation entrepreneurial student encourage provide exist university canteen food processing kawayan also utilized,Entrepreneurship,Area9,1.0
,listing cod equipment location assign suggest file,Entrepreneurship,Area9,1.0
,precautionary safety measure antidote chart displayed every laboratory,Entrepreneurship,Area9,2.0
,medicine cabinet properly mount enough first aid medicine material,Entrepreneurship,Area9,2.0
,university fasttrack refurbishment food laboratory building cbea compound,Entrepreneurship,Area9,2.0
,university consider update refurbishment speech laboratory make functional,Entrepreneurship,Area9,2.0
,present file clear properly sign document need color picture prefer black white print,Entrepreneurship,Area9,2.0
psv,possible additional laboratory technician hire take charge repair maintenance equipment likewise laboratory assign monitor properly maintain laboratory,Entrepreneurship,Area9,
psv,operation manual faculty provide laboratory,Entrepreneurship,Area9,
psv,document show regular replenishment laboratory supply proof implementation rule regulation every laboratory room make evident,Entrepreneurship,Area9,
psv,recommend additional simulation room provide skill base subject expose student practical aspect theoretical learn,Entrepreneurship,Area9,
psv,furniture equipment laboratory room properly arrange allow free flow movement enable student work comfortably,Entrepreneurship,Area9,
psv,laboratory equipment properly clean checked regularly certain good work condition,Entrepreneurship,Area9,
psv,photocopy document picture make clear,Entrepreneurship,Area9,
psv,document properly sign concerned authority example report invent laboratory equipment acknowledgement receipt equipment others,Entrepreneurship,Area9,
psv,document update properly file document likewise relevant necessary pertinent document include,Entrepreneurship,Area9,
1,understand level degree acceptability stakeholder determine study conduct,EnvironmentalScience,Area1,
1,effectiveness attract enrollee determine know conduct study influence goal objective college program respectively,EnvironmentalScience,Area1,
1,depth strength influence mmsus life graduate determine study conduct mmsu graduate work habit activity workplace,EnvironmentalScience,Area1,
1,make attractive dissemination take new form song jingle poem cartoon play puppetry strategy enhance retention,EnvironmentalScience,Area1,
1,mission mmsu revisit make reflect legal educational mandate spell pd,EnvironmentalScience,Area1,
1,team highly recommends faculty counterpart attach pertinent support document order comprehensive package documentation,EnvironmentalScience,Area10,
1,student not_be neglect policy planning activity institution college specifically policy directly affect,EnvironmentalScience,Area10,
1,filing document record management office organize systematic order could easily found retrieve need,EnvironmentalScience,Area10,
1,maintain standard institution team recommends different specific guideline policy strictly observe implement monitor realize,EnvironmentalScience,Area10,
1,budget allows team recommends college provide qualify fulltime laboratory techniciancustodian manage maintain equipment,EnvironmentalScience,Area10,
1,shortand longterm development plan monitor evaluate,EnvironmentalScience,Area10,
1,varied social activity regularly strengthen harmonious work relationship mmsu family,EnvironmentalScience,Area10,
1,college must provide specific budget allocation operation,EnvironmentalScience,Area10,
1,faculty honorarium excess teach load include budget preparation could release time,EnvironmentalScience,Area10,
1,combine class fifty student per class two section meet ched faculty student ratio requirement,EnvironmentalScience,Area2,
1,review provision faculty work load assignment revision beneficial faculty member administrative official conform,EnvironmentalScience,Area2,
1,faculty member encourage produce instructional material base relevant research finding knowledge production royalty provide proponent incentive,EnvironmentalScience,Area2,
1,encourage faculty scholarly work present national international conference could provide monetary incentive service credit top deloading full time teach equivalent compensate research extension production activity increase size faculty room give ample space faculty basic task duty comfortably,EnvironmentalScience,Area2,
1,purchase additional unit laptop multimedia equipment improve teach method technique effective teachinglearning environment,EnvironmentalScience,Area2,
1,devise monitoring system college ensure punctuality faculty attend class university activity,EnvironmentalScience,Area2,
1,faculty encourage join participate scientific organization honor society relevant field specialization,EnvironmentalScience,Area2,
1,obtain copy philippine development plan neda website obtain new regional development plan support incoming curriculum revision,EnvironmentalScience,Area3,
1,revisit sequence prerequisite subject offering continuous logical interconnection subject,EnvironmentalScience,Area3,
1,need encourage participation alumnus stakeholder student academe parent lgu community national government agency,EnvironmentalScience,Area3,
1,faculty member encourage develop laboratory manual provide effective learn,EnvironmentalScience,Area3,
1,instructional material ex manual power point presentation developed faculty maybe properly review instructional material committee,EnvironmentalScience,Area3,
1,preserve specimen laboratory instructional material properly label,EnvironmentalScience,Area3,
1,educational occupational social information provide student,EnvironmentalScience,Area4,
1,additional guidance counselor designate among faculty member cater need student,EnvironmentalScience,Area4,
1,evaluation cocurricular extracurricular activity need determine strength weakness program,EnvironmentalScience,Area4,
1,documentation student activity highly recommend,EnvironmentalScience,Area4,
1,picture student activity label properly indicate name activity date person involve activity,EnvironmentalScience,Area4,
1,document file folder need label properly,EnvironmentalScience,Area4,
1,need involve stakeholder particularly faculty student community planning replanning research agenda make aware research activity college properly document,EnvironmentalScience,Area5,
1,faculty member encourage conduct action research improve content delivery teachinglearning process,EnvironmentalScience,Area5,
1,faculty member encourage establish sustain strengthen linkage agency possible funding support research,EnvironmentalScience,Area5,
1,suggest research development plan specific program prepared provide faculty framework conduct research activity also serve basis monitoring whether activity implement plan,EnvironmentalScience,Area5,
1,faculty member encourage publish complete research local national international refereed journal,EnvironmentalScience,Area5,
1,technology generate research submit patent commercialize generate income college,EnvironmentalScience,Area5,
1,encourage research output utilized extension instruction institutional development college,EnvironmentalScience,Area5,
1,proper adequate documentation provide follow benchmarking survey need community b extension program thrust priority c establish linkage local foreign nongovernmental agency design dissemination extension program e monitoring evaluation document f periodic monitoring provide feedback program g result monitoring evaluation discuss stakeholder h replanning activity improve delivery extension service,EnvironmentalScience,Area6,
1,student body also include participate planning process community extension program,EnvironmentalScience,Area6,
1,no_evidence show accomplishment report file reference purpose must markedauthenticated properly record office,EnvironmentalScience,Area6,
1,document adequately provide show definite approve budget allocation extension service,EnvironmentalScience,Area6,
1,institution properly document tracer utilization technologyknowledge skill learn acquire training recipient,EnvironmentalScience,Area6,
1,preserve specimen laboratory instructional material properly label,EnvironmentalScience,Area6,
1,evaluative test record properly compile item analysis,EnvironmentalScience,Area6,
1,table specification tos item analysis examination require,EnvironmentalScience,Area6,
1,need conduct inservice training reecho seminar faculty enhance teach curriculum revision b table specification c item analysis environmental management attend faculty outside university,EnvironmentalScience,Area6,
1,syllabus update enhance sign dean chairman,EnvironmentalScience,Area6,
1,document accreditation organize property tag,EnvironmentalScience,Area6,
1,encouragement student maintenance orderliness cleanliness classroom laboratory room corridor recommend,EnvironmentalScience,Area6,
1,enhance library service offer online public access catalog opac provide faster access library resource facilitate effective efficient service usersclientele,EnvironmentalScience,Area7,
1,comprehensive library manual cover whole operation library duly approve widely disseminate,EnvironmentalScience,Area7,
1,acquisition library resource format printnon print electronicdigital resource recent copy right general reference major field specialization different program evaluate professional journal magazine least title locally professional internationally publication highly recommend,EnvironmentalScience,Area7,
1,budget warrant install air condition unitselectric fan sectionsareas library ventilation conducive learn,EnvironmentalScience,Area7,
1,prepare develop library newsletter promotes disseminates library late acquisition program accomplishment library,EnvironmentalScience,Area7,
1,additional way find sign outside inside building must provide likewise painting pathway match exist old green suggest,EnvironmentalScience,Area8,
1,provide appropriate facility person disability pwd andor disabled person building,EnvironmentalScience,Area8,
1,finish plaster newly construct wing college building recommend,EnvironmentalScience,Area8,
1,material recovery facility require operate regularly,EnvironmentalScience,Area8,
1,regularannual pest control check maintenance building office classroom important facility,EnvironmentalScience,Area8,
1,functional drinking facility instal inside college indoor facility athletics,EnvironmentalScience,Area8,
1,college canteen improve budget warrant construct new building food service accommodate student,EnvironmentalScience,Area8,
1,comfort room maintain properly,EnvironmentalScience,Area8,
1,landscape open space roof stage suggest make functional,EnvironmentalScience,Area8,
1,dedicate faculty lounge provide aside space inside faculty room faculty relax receive visitor,EnvironmentalScience,Area8,
1,completion powerhouse suggest provide electrical service campus,EnvironmentalScience,Area8,
1,fund warrant university install additional light system repair replace defective electric fan,EnvironmentalScience,Area9,
1,safety precautionary measure print readable post visibly,EnvironmentalScience,Area9,
1,fire extinguisher suggest place conspicuous place accessibility,EnvironmentalScience,Area9,
1,encourage laboratory room shop provide first aid cabinet medicine post antidote chart,EnvironmentalScience,Area9,
1,management schedule regular conduct fire earthquake drill,EnvironmentalScience,Area9,
1,department apply principle put thing order,EnvironmentalScience,Area9,
1,possible laboratory technician hire faculty focus instruction function,EnvironmentalScience,Area9,
1,chemical stockroom free supply equipment,EnvironmentalScience,Area9,
1,budget warrant department purchase laboratory equipment consonance course requirement,EnvironmentalScience,Area9,
psv,make followup study study cover wider number category stakeholder undergo thorough review approval process authority concerned print report soon possible disseminate copy concerned stakeholder,EnvironmentScience,Area1,
psv,constitute committee review edit present vmgos correct mistake grammar possible keep short simple brief enough interest adequate enough cover vital part,EnvironmentScience,Area1,
psv,incorporate discussion vmgos introductory part course syllabus ensure take integral part course,EnvironmentScience,Area1,
psv,dissemination revise vmgos include ilocano translation thorough various form medium enable clientele include nonenglish speak ilocanos understand hence appreciate craft document,EnvironmentScience,Area1,
psv,inservice training personnel conduct provide reorientation implementation correct communication channel,EnvironmentScience,Area10,
psv,budgeting must participatory college involve budget preparation especially allocate fund research activity faculty personnel,EnvironmentScience,Area10,
psv,dean faculty administration work together strengthen linkage,EnvironmentScience,Area10,
psv,monitoring system implementation development plan,EnvironmentScience,Area10,
psv,regular update development plan,EnvironmentScience,Area10,
psv,function head office clearly state define,EnvironmentScience,Area10,
psv,administration look possibility lessen teach load faculty arrange class schedule effective efficient long class hour schedule discourage,EnvironmentScience,Area2,
psv,encourage faculty complete relevant graduate course,EnvironmentScience,Area2,
psv,various learn opportunity recommend graduate study pursue college university,EnvironmentScience,Area2,
psv,facilitate classroom instruction faculty member encourage come instructional material also earn point promotion require nbc,EnvironmentScience,Area2,
psv,distribution equivalent teach load review could deliberate productively faculty meeting get feedback,EnvironmentScience,Area2,
psv,easy reference consultation hour faculty indicate schedule,EnvironmentScience,Area2,
psv,faculty member encourage conduct research university budget warrant incentive faculty researcher grant,EnvironmentScience,Area2,
psv,professional advancement update faculty encourage search establish possible linkage,EnvironmentScience,Area2,
psv,facultyrelated activity properly document purpose evaluation planning,EnvironmentScience,Area2,
psv,college art science come inservice seminar faculty various department,EnvironmentScience,Area2,
psv,department help organize graduate program batch alumnus association parent parentteachercommunity association facilitate consultation curricular development revision similar matter stakeholder industry player lgus cooperate agency others also invite participate activity,EnvironmentScience,Area3,
psv,faculty member require prepare submit update course syllabus start class copy make available student fund budget reproduction allocate purpose,EnvironmentScience,Area3,
psv,immediate recreation instructional material committee review recommend produce instructional material term reference committee member implement guideline also prepared,EnvironmentScience,Area3,
psv,establish linkage reputable learn institution academic instructional material exchange collaborative endeavor,EnvironmentScience,Area3,
psv,hire support staff clerk utility worker department help exist two full time faculty member run department cater need student,EnvironmentScience,Area3,
psv,improve physical arrangementcondition department chairperson office cum faculty room provide venue student consultation meeting administrativemanagerial activity,EnvironmentScience,Area3,
psv,packaging document improve facilitate future evaluation,EnvironmentScience,Area4,
psv,school paper ca student must revive information dissemination purpose,EnvironmentScience,Area4,
psv,parent encourage participate activity college,EnvironmentScience,Area4,
psv,ca guidance counselor must give aideclerk efficient effective function,EnvironmentScience,Area4,
psv,provision big space must allot ssd office accommodate student service,EnvironmentScience,Area4,
psv,possible separate conducive test room provide student take battery psychological test,EnvironmentScience,Area4,
psv,separate counsel nook provide order give privacy student avail service,EnvironmentScience,Area4,
psv,uniform format follow preparation student organization annual report facilitate review accomplishment thereby make evaluation task easy ssd staff,EnvironmentScience,Area4,
psv,guidance unit must strengthen follow service followup placement research evaluation,EnvironmentScience,Area4,
psv,ptca ca organize,EnvironmentScience,Area4,
psv,involve group stakeholder formulation research agenda invite term planning inhouse review establish linkage resource share pother collaborative activity,EnvironmentScience,Area5,
psv,hire additional support personnel enhance research capability unit,EnvironmentScience,Area5,
psv,explore mean generate income research output,EnvironmentScience,Area5,
psv,revive publication college researchtechnical journal create committee handle activity allocate fund purpose,EnvironmentScience,Area5,
psv,upgrade laboratory facility intensified able conduct basic highend activity,EnvironmentScience,Area5,
psv,give due importance external linkaging recourse generation activity,EnvironmentScience,Area5,
psv,extension activity properly plan follow guideline state manual operation extension,EnvironmentScience,Area6,
psv,full implementation extension program must sustain conduct certain period time achieve desire effect,EnvironmentScience,Area6,
psv,system monitoring extension activity must devise suit need program,EnvironmentScience,Area6,
psv,must regular evaluation extension project activity person involve program,EnvironmentScience,Area6,
psv,extension activity document planning stage publication entire program showcasing result transfer technology target clientele,EnvironmentScience,Area6,
psv,document exhibit accreditation limited pertinent area evaluate,EnvironmentScience,Area6,
psv,necessary reference print nonprint adequate quantity quality service need student progressively develop grow accordance collegesuniversitys development expansion plan,EnvironmentScience,Area7,
psv,library staff attend seminar training workshop conference update current trend professional growth,EnvironmentScience,Area7,
psv,additional library support staff student assistant hire perform simple routinary activity library,EnvironmentScience,Area7,
psv,reading center various college online information system material cdroms provide promote facilitate efficient effective information format,EnvironmentScience,Area7,
psv,inform public visitor proper location building office institution map site development plan instal conspicuous place university,EnvironmentScience,Area8,
psv,fund available suggest continue construction cover walk connect building protect student inclement weather,EnvironmentScience,Area8,
psv,university sound waste management program however need strengthen proper implementation say program maintain cleanliness orderliness institution,EnvironmentScience,Area8,
psv,prescribed law need display certificate occupancy ensure public building safe,EnvironmentScience,Area8,
psv,classroom laboratory room emergency exit properly label marked easy identification easy see time disaster,EnvironmentScience,Area8,
psv,university could beautiful appreciable student could properly inform taught maintain cleanliness orderliness toilet lavatory,EnvironmentScience,Area8,
psv,ca official find available mean stop vandalism cause student classroom laboratory room,EnvironmentScience,Area8,
psv,electrical wiring connection follow prescribed pattern safety wiring installation protect ensure building disaster cause fire hence suggest wiring installation light toilet second floor properly fix avoid untoward incident result fire,EnvironmentScience,Area8,
psv,case emergency brownout college alternative storage water facilitate availability water laboratory class hour,EnvironmentScience,Area8,
psv,university plenty water system however employee not_use drinking doubt not_safe drinking regard highly recommend administration conduct periodic potability test inform public result test found safe drinking give lesser cost different office not_buying mineral water station,EnvironmentScience,Area8,
psv,periodic pest control conduct necessary protect building far damage termite wood pest disease,EnvironmentScience,Area8,
psv,fire extinguisher properly instal wall outside classroom office laboratory room accessibility emergency likewise student give periodic drill fire prevention proper fire extinguisher,EnvironmentScience,Area8,
psv,college purchase additional prescribe demonstration table not_to delay simultaneous conduct laboratory exercise different laboratory room,EnvironmentScience,Area9,
psv,door laboratory room make open outward conform acceptable standard,EnvironmentScience,Area9,
psv,safety precautionary measure laboratory make visible student easily internalize importance safety measure avoid accident inside laboratory room,EnvironmentScience,Area9,
psv,fire extinguisher properly instal ion wall outside laboratory room office make accessible student employee time fire disaster,EnvironmentScience,Area9,
psv,highly recommend faculty teach physic laboratory laboratory manual strengthen quality knowledge gain student conduct experiment likewise faculty teach physic encourage make laboratory manual approve would benefit also nbc evaluation,EnvironmentScience,Area9,
psv,periodic fire drill activity encourage every college enhance knowledge student properly fire extinguisher time fire disaster,EnvironmentScience,Area9,
psv,gas water must adequate conduct laboratory exercise additional water tank instal college not_to hamper student conduct laboratory exercise,EnvironmentScience,Area9,
psv,additional demonstration table chemistry laboratory room purchase conform acceptable standard allow simultaneous functional different laboratory room,EnvironmentScience,Area9,
psv,separate equipment supply room instal every laboratory room make accessible student particular laboratory room,EnvironmentScience,Area9,
psv,additional store room construct microbiology laboratory room supply material not_scattered within room make spacious work,EnvironmentScience,Area9,
1,revisit vision mission university goal college objective baes major esl ca consider possible revision formulate five year ago,Language,Area1,
1,consider consult stakeholder process revise,Language,Area1,
1,cause wide dissemination faculty staff student stakeholder revise,Language,Area1,
2,college art science department offering bachelor art english language consider review revise old set college goal program objective congruence new statement university vision mission,Language,Area1,
2,inclusion statement program objective idea additional competency graduate abel take job communication intensive industry business process management look,Language,Area1,
2,restate program objective manner outcomebased skill knowledge competency graduate perform clearly reflect also consider,Language,Area1,
2,approve version translate ilocano filipino include different communication material produce create awareness understand especially among people community,Language,Area1,
psv,conduct wider study indicate need area need improvement,Language,Area1,
psv,constitute committee review edit present vmgos correct mistake grammar possible keep short simple brief enough interest adequate enough cover vital part,Language,Area1,
psv,correct version along llocano translation print sufficient copy dissemination,Language,Area1,
psv,incorporate discussion vmgos introductory part course syllabus ensure take integral part course,Language,Area1,
1,recordsdocuments update properly package must systematically file inactive obsolete document need dispose,Language,Area10,
1,senior faculty member college actively participate accreditation process assign area chair,Language,Area10,
1,organizational structure university college review,Language,Area10,
1,specific comprehensive supervisory plan dean must prepared formulate,Language,Area10,
1,strengthen partnership networking consider outsource national international linkage via ecommunications,Language,Area10,
1,college always provide faculty member relevant seminar inserving training,Language,Area10,
1,maximize expertise faculty staff support student organize income generate project college,Language,Area10,
1,need improve preparation necessary document sign responsible official,Language,Area10,
1,bulletin information contain policy guideline different aspect concern graduate student,Language,Area10,
1,request additional multimedia lcd projector,Language,Area10,
1,immediate publication revise university code faculty manual student manual policy guideline advise,Language,Area10,
1,prepare undergraduate graduate program vertical articulation,Language,Area10,
1,university policy must strictly observe implement college,Language,Area10,
2,administration consider one priority approval update university manual operation administrative manual faculty manual research extension manual student handbook board regent,Language,Area10,
2,active participation faculty student representative preparation budget procurement program college hereby encourage,Language,Area10,
2,administration facilitate finalization production dissemination annual report year,Language,Area10,
2,relevant document base benchmark statement legible properly sign official person concerned consider support document area evaluate,Language,Area10,
psv,inservice training personnel conduct provide reorientation implementation correct communication channel,Language,Area10,
psv,budgeting must participatory college involve budget preparation especially allocate fund research activity faculty personnel,Language,Area10,
psv,dean faculty administration work together strengthen linkage,Language,Area10,
psv,monitoring system implementation development plan,Language,Area10,
psv,regular update development plan,Language,Area10,
psv,function head office clearly state define,Language,Area10,
1,present document within prescribed accreditation period,Language,Area2,
1,consider classify label document accord benchmark statement,Language,Area2,
1,inservice training faculty member regular basis eg every semester,Language,Area2,
1,faculty member sent attend lecture symposium conference seminar workshop far hone teach capability skill possible permanent faculty member attend activity official business,Language,Area2,
1,college research journal put provide mean publishing research faculty member must also publish regularly,Language,Area2,
1,mechanism also devise monitor attendance faculty member eg logbook design properly monitor attendance faculty member class,Language,Area2,
1,update syllabus include value promote subject taught include semester school year cover page also follow standard format,Language,Area2,
1,encourage faculty member prepare instructional material,Language,Area2,
1,effort exert package document properly,Language,Area2,
1,encourage permanent faculty member attend accreditation matter college assist temporary contractual faculty member,Language,Area2,
1,picture video activity participate faculty member attach evidence benchmark statement faculty member consultation extension service proper decorum,Language,Area2,
1,encourage faculty member ict teach,Language,Area2,
2,include consultation hour research extension related assignment summary workload faculty member,Language,Area2,
2,productionrelated activity document,Language,Area2,
2,faculty member motivate prepare individual portfolio,Language,Area2,
psv,administration look possibility lessen teach load overload teacher arrange class schedule effective efficient long class hour schedule discourage,Language,Area2,
psv,encourage faculty complete relevant graduate course,Language,Area2,
psv,various learn opportunity recommend graduate study pursue college university,Language,Area2,
psv,facilitate classroom instruction faculty member encourage come instructional material also earn point promotion require nbc,Language,Area2,
psv,distribution equivalent teach load review deliberate productively faculty meeting get feedback,Language,Area2,
psv,easy reference consultation hour teacher indicate instructor schedule,Language,Area2,
psv,faculty member encourage conduct research university budget warrant incentive faculty researcher grant,Language,Area2,
psv,professional advancement update faculty encourage search establish possible linkage,Language,Area2,
psv,facultyrelated activity properly document purpose evaluation planning,Language,Area2,
psv,file make presentable orderly,Language,Area2,
psv,college art science come inservice seminar faculty various department,Language,Area2,
1,document must update enable presentation information suit time frame evaluation,Language,Area3,
1,document must file package properly ease evaluation,Language,Area3,
1,document must present proof benchmark statement specific standard comply,Language,Area3,
1,consider decrease number unit field specialization ca esl approximate ched minimum requirement,Language,Area3,
1,make varied teach methodstechniques material enrich classroom instruction,Language,Area3,
1,instructional material must review approve instructional material committee,Language,Area3,
1,syllabus must present uniform format semester academic year revision must also indicate,Language,Area3,
1,faculty member must regularly check attendance student class record thereof must file,Language,Area3,
1,consider offering one field specialization enrollment rate turn graduate specialization continue decrease,Language,Area3,
2,order minimize student expense reproduce course syllabus instead distribute whole syllabus faculty member could provide student onesheet backtoback threefold course outline target date topic important information course title course description schedule facultyincharge consultation hour reference grade scheme grade equivalent score,Language,Area3,
2,faculty supervisor class observation write comment observation form serve basis discuss outcome evaluation faculty concerned,Language,Area3,
2,suggest faculty member start develop series powerpoint multimedia presentation class motivate package instructional system design integrate within faculty developed print module manual lecture compilation im review committee subject approval classroom,Language,Area3,
2,faculty member explore creative teach technique enrich instruction try document activity sufficient evidence conduct activity include next program evaluation,Language,Area3,
2,possible please provide separate set document different accreditation area highlight part document present benchmark data need avoid waste time cause delay analyze different document provide,Language,Area3,
2,intensive information campaign encourage enrollee program regularly conduct mmsu supply future highly qualify manpower communicationintensive industry would require,Language,Area3,
psv,participation different stakeholder alumnus employer head agency parent faculty student curriculum review revision could yield relevant curriculum define discipline wider participation provide indepth pulse need improvement curriculumprogram,Language,Area3,
psv,faculty encourage produce instructional material duly review approve instructional material committee utilized teach,Language,Area3,
psv,consortium linkage learn institution exchange instructional reading material book journal others strengthen,Language,Area3,
psv,tracer study conduct extract feedback impactrelevance program,Language,Area3,
psv,classroom serve rich avenue teach learn endeavor restructure contain print saying picture religious corner others,Language,Area3,
1,psychometrician important personnel university order function efficientlyeffectively assistant assign university,Language,Area4,
1,need constantly update exist manual info material alumnus checklist directory necessarily order disseminate late information program easy retrieval reference alumnus,Language,Area4,
1,database enrolment monitoring evaluation student activity put exhibit hence project pursue,Language,Area4,
1,dean member faculty could include major equipment need program include item preparation approval annual procurement program,Language,Area4,
1,active involvement alumnus tapped dean student alumnus could provide strong support term funding information base student,Language,Area4,
1,research employability demand analysis graduate initiate combine effort student guidance support dean member faculty,Language,Area4,
1,constant dialogue dean faculty student initiate order foster build open line communication among thereby identify worthy project activity program college,Language,Area4,
2,regular evaluation student activity continual improvement program encourage,Language,Area4,
2,involvement alumnus student activity arrange,Language,Area4,
psv,packaging document improve facilitate future evaluation,Language,Area4,
psv,school paper ca student must revive information dissemination purpose,Language,Area4,
psv,parent encourage participate activity college,Language,Area4,
psv,ca guidance counselor must give aideclerk efficient effective function,Language,Area4,
psv,provision big space must allot ssd office accommodate student service,Language,Area4,
psv,possible separate conducive test room provide student take battery psychological test,Language,Area4,
